scroll_id,unit_type,unit_size,glyphs,dag_depth,complexity,latency_ms,coherence,throughput
sniper_pair_00016,sniper_pair,2,🜃🜄🔷🔷🜅🜅,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00017,sniper_pair,2,🜌🜌🜅🜄,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00018,sniper_pair,2,🜋🜌🔷🜄🜋,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00019,sniper_pair,2,🜄🜌🜅🜁,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00020,sniper_pair,2,🜰🜌🔷,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00021,sniper_pair,2,🜅🜌🜋🔷🜰,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00022,sniper_pair,2,🜰🜃🔷🜃🜄🔷,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00023,sniper_pair,2,🜃🜌🜋🜰,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00024,sniper_pair,2,🜁🔷🜅🜄🜅🜋,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00025,sniper_pair,2,🜋🜋🜰,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00026,sniper_pair,2,🜁🔷🜅🜋,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00027,sniper_pair,2,🜃🜅🜰🜁,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00028,sniper_pair,2,🜌🜌🜁🜅🜅,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00029,sniper_pair,2,🜅🜰🜁🜅🜋,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00030,sniper_pair,2,🜅🜅🜃🜌🜋,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00031,sniper_pair,2,🜋🔷🜰🜌🜅🜃,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00032,sniper_pair,2,🜃🜅🜋🜃🜌,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00033,sniper_pair,2,🜃🜰🜁🔷,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00034,sniper_pair,2,🜄🜌🜁🔷,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00035,sniper_pair,2,🜄🜁🜋,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00036,sniper_pair,2,🜰🜌🜃,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00037,sniper_pair,2,🜌🜅🜋🜅🜄,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00038,sniper_pair,2,🜃🜌🜁🜰🜄🜁,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00039,sniper_pair,2,🜁🔷🜰🜄🜅,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00040,sniper_pair,2,🜃🜅🔷🜋🜰🜋,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00041,sniper_pair,2,🜋🜰🜃🔷🜄🔷,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00042,sniper_pair,2,🜁🜄🜁🜰,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00043,sniper_pair,2,🜋🜰🜄,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00044,sniper_pair,2,🔷🔷🔷🜋🜃,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00045,sniper_pair,2,🜌🜰🜋,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00046,sniper_pair,2,🜁🔷🜃🜰🜅,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00047,sniper_pair,2,🜌🜅🜅🜅🜋🜰,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00048,sniper_pair,2,🜅🜌🜅🜅,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00049,sniper_pair,2,🜌🜃🜁,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00050,sniper_pair,2,🜁🜁🜰🜁🜰🜃,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00051,sniper_pair,2,🔷🜰🔷🜁🜋🜁,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00052,sniper_pair,2,🜋🜅🜋,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00053,sniper_pair,2,🔷🜋🜃🜄,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00054,sniper_pair,2,🜄🜃🜰,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00055,sniper_pair,2,🜄🜌🜃🜋🜋🜄,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00056,sniper_pair,2,🜄🜁🜃,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00057,sniper_pair,2,🜄🜅🔷,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00058,sniper_pair,2,🔷🜰🜌🔷,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00059,sniper_pair,2,🜌🜅🜰,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00060,sniper_pair,2,🜰🜅🜄🜋🜄🜁,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00061,sniper_pair,2,🜰🜃🔷🔷,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00062,sniper_pair,2,🜋🜅🜁🜁,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00063,sniper_pair,2,🔷🜌🜃,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00064,sniper_pair,2,🜰🜌🜌🜰,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00065,sniper_pair,2,🔷🜃🜋🜰🜌🜋,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00066,sniper_pair,2,🔷🜃🜅🜁🔷,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00067,sniper_pair,2,🜃🔷🜅🜁🜋🜄,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00068,sniper_pair,2,🜃🜅🜄🜌,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00069,sniper_pair,2,🜅🜃🜄🜁🜁,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00070,sniper_pair,2,🜁🜰🔷🜄🜃,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00071,sniper_pair,2,🜌🜋🜃🜌,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00072,sniper_pair,2,🜅🜰🜅🜰,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00073,sniper_pair,2,🔷🜄🜁,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00074,sniper_pair,2,🜄🜋🜁🜅,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00075,sniper_pair,2,🜃🜰🜌🜅,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00076,sniper_pair,2,🜋🜰🜌🜌🜋🜄,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00077,sniper_pair,2,🜅🜃🜁🔷🜰🜋,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00078,sniper_pair,2,🜋🔷🜃🜃🜰🜄,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00079,sniper_pair,2,🔷🜁🜰,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00080,sniper_pair,2,🜅🜁🜋,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00081,sniper_pair,2,🜁🜁🜃🜁🜌,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00082,sniper_pair,2,🜰🜄🔷🜌,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00083,sniper_pair,2,🜅🜁🜁,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00084,sniper_pair,2,🜅🜌🜃,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00085,sniper_pair,2,🜁🜁🜅🜁🜁🜰,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00086,sniper_pair,2,🜁🜃🜄,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00087,sniper_pair,2,🔷🜋🜄,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00088,sniper_pair,2,🜌🜁🜁,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00089,sniper_pair,2,🔷🜰🜰🜄,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00090,sniper_pair,2,🔷🜁🜄🜋🜅,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00091,sniper_pair,2,🜋🜃🜅🜄🜅🜄,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00092,sniper_pair,2,🜁🜄🜃,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00093,sniper_pair,2,🜌🔷🜅🜃,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00094,sniper_pair,2,🜰🜌🜃🜌🜌,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00095,sniper_pair,2,🜌🜋🜌🜃,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00096,sniper_pair,2,🜁🜁🔷🜅🜁🜰,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00097,sniper_pair,2,🜃🜋🔷🜃🔷🜅,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00098,sniper_pair,2,🜅🜁🜄🜋🜄🜌,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00099,sniper_pair,2,🜄🜌🜃,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00100,sniper_pair,2,🜄🜄🜰,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00101,sniper_pair,2,🜌🔷🜁,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00102,sniper_pair,2,🔷🜋🜄🜃🜌,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00103,sniper_pair,2,🔷🜄🜃🜋,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00104,sniper_pair,2,🜃🜌🜋🜅,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00105,sniper_pair,2,🔷🜌🜄🜌,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00106,sniper_pair,2,🜁🜰🜃🜰🜋,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00107,sniper_pair,2,🔷🜋🜋🜋🜄🔷,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00108,sniper_pair,2,🜌🜰🜌🔷🜅🜃,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00109,sniper_pair,2,🜃🜄🜃,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00110,sniper_pair,2,🜄🜅🜄🜄🜌,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00111,sniper_pair,2,🜄🜰🜌🜁,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00112,sniper_pair,2,🜁🜅🜄,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00113,sniper_pair,2,🜌🜃🜁,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00114,sniper_pair,2,🜄🜁🜅🜰🜃🜋,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00115,sniper_pair,2,🜅🜰🜁🜋🜁🔷,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00116,sniper_pair,2,🜃🜋🜌,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00117,sniper_pair,2,🜌🔷🜌,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00118,sniper_pair,2,🜅🔷🔷🜋🜰🜄,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00119,sniper_pair,2,🜃🜅🜁🜃🔷🜃,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00120,sniper_pair,2,🜁🜰🜅🔷🜰🜁,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00121,sniper_pair,2,🔷🜁🜋🜄🜅🜁,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00122,sniper_pair,2,🜃🜰🔷,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00123,sniper_pair,2,🜰🜌🜋🜃🜋,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00124,sniper_pair,2,🜁🜌🜃🔷🜅🜋,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00125,sniper_pair,2,🜃🜰🜄,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00126,sniper_pair,2,🔷🜌🜁🜁🜅🜁,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00127,sniper_pair,2,🜅🜃🜅🜃🜄,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00128,sniper_pair,2,🜁🜌🜄🔷🜁,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00129,sniper_pair,2,🜁🜌🜋,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00130,sniper_pair,2,🜃🜁🜋,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00131,sniper_pair,2,🜰🜋🜰🔷🜅,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00132,sniper_pair,2,🜋🜃🜰🜌🜄🜌,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00133,sniper_pair,2,🔷🜰🔷🜁🔷,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00134,sniper_pair,2,🜋🜅🜄,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00135,sniper_pair,2,🜁🜅🜌,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00136,sniper_pair,2,🔷🜅🜁🜰,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00137,sniper_pair,2,🜁🔷🜰🜌,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00138,sniper_pair,2,🜄🜌🜋🜰🜅,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00139,sniper_pair,2,🔷🜁🜋,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00140,sniper_pair,2,🜅🜋🜅🜅,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00141,sniper_pair,2,🜌🜁🜌🜋,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00142,sniper_pair,2,🜰🜋🜋🜌🜁,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00143,sniper_pair,2,🜰🜅🜅🜰,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00144,sniper_pair,2,🜌🜃🜰🜌🜄🔷,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00145,sniper_pair,2,🜰🜰🜄🜃🜰🜁,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00146,sniper_pair,2,🔷🔷🜰,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00147,sniper_pair,2,🜅🜄🜌🜁🜰,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00148,sniper_pair,2,🔷🔷🜌🔷🜄🜰,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00149,sniper_pair,2,🜅🜄🜄🔷,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00150,sniper_pair,2,🜌🜌🜁🜋🜅,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00151,sniper_pair,2,🜁🜋🜋🜅,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00152,sniper_pair,2,🜰🜄🜰,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00153,sniper_pair,2,🜃🜅🜁,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00154,sniper_pair,2,🜌🜅🜋🜰,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00155,sniper_pair,2,🔷🜁🜁🜃🜰🜁,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00156,sniper_pair,2,🜅🜄🜌,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00157,sniper_pair,2,🜌🜋🔷🜁,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00158,sniper_pair,2,🜰🜃🜄,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00159,sniper_pair,2,🜃🜰🜋🜄🜰,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00160,sniper_pair,2,🜃🜋🜁🜁🜰🔷,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00161,sniper_pair,2,🜌🜌🜄🜄🜃,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00162,sniper_pair,2,🜌🜃🜋🔷🜃🜅,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00163,sniper_pair,2,🔷🜄🔷🜋,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00164,sniper_pair,2,🜁🜃🜰🜰🜁🜄,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00165,sniper_pair,2,🔷🜅🜅🜅🜌,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00166,sniper_pair,2,🜰🜋🜁🜃🜃,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00167,sniper_pair,2,🜋🔷🔷🜄🜌🔷,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00168,sniper_pair,2,🜰🜃🜃🜰,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00169,sniper_pair,2,🜌🜄🜁,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00170,sniper_pair,2,🜰🜋🜅,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00171,sniper_pair,2,🜁🜁🜁🜄,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00172,sniper_pair,2,🜋🜃🜃🜌,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00173,sniper_pair,2,🔷🔷🜋🜅,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00174,sniper_pair,2,🜅🔷🜅,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00175,sniper_pair,2,🜄🜅🜋,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00176,sniper_pair,2,🔷🜰🜃🜋,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00177,sniper_pair,2,🜌🜅🜄,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00178,sniper_pair,2,🜋🜰🔷,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00179,sniper_pair,2,🜋🜰🜅,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00180,sniper_pair,2,🜰🜁🜋,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00181,sniper_pair,2,🔷🜰🜅,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00182,sniper_pair,2,🜌🜄🜁🔷🜄🔷,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00183,sniper_pair,2,🜃🜁🜃🜰🜋,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00184,sniper_pair,2,🜄🜰🜃🜰🜃🔷,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00185,sniper_pair,2,🜋🜌🜃🜌🜰,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00186,sniper_pair,2,🜅🜁🔷🔷,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00187,sniper_pair,2,🜄🜰🜅,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00188,sniper_pair,2,🔷🜅🜰🔷🔷,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00189,sniper_pair,2,🜰🜅🜌🜄,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00190,sniper_pair,2,🜅🜌🜄🜰🔷,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00191,sniper_pair,2,🜋🜰🜰🜌🔷,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00192,sniper_pair,2,🜁🜁🜄🜌🜄,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00193,sniper_pair,2,🜄🜌🜌🜄🜌,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00194,sniper_pair,2,🜄🜋🜰,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00195,sniper_pair,2,🜌🜃🜋,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00196,sniper_pair,2,🜄🜌🔷🜁🜌🜁,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00197,sniper_pair,2,🜋🔷🜄🜄🜋🜌,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00198,sniper_pair,2,🜃🜁🔷🜅🜃,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00199,sniper_pair,2,🜄🜄🔷,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00200,sniper_pair,2,🜌🜃🜃🜋🜋🜃,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00201,sniper_pair,2,🔷🜅🜁🜅🔷🜁,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00202,sniper_pair,2,🜅🜌🜄🜋,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00203,sniper_pair,2,🜃🜌🜋🜅🜃🔷,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00204,sniper_pair,2,🜰🜄🜅,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00205,sniper_pair,2,🜁🜃🔷,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00206,sniper_pair,2,🔷🜃🜰🜰,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00207,sniper_pair,2,🜃🜌🜌,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
sniper_pair_00208,sniper_pair,2,🜁🜃🜄🜌,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00209,sniper_pair,2,🜅🜋🜁🜄,3,0.75,45.558859549995795,0.9848,21.94962757798208
sniper_pair_00210,sniper_pair,2,🜋🜋🜄🜁🜋🜌,5,0.8333333333333334,45.56302621666246,0.9831333333333333,21.947620319264455
sniper_pair_00211,sniper_pair,2,🜁🔷🜄🜄🜋,4,0.8,45.56135954999579,0.9838,21.94842317869534
sniper_pair_00212,sniper_pair,2,🜁🜃🜁,2,0.6666666666666666,45.554692883329125,0.9864666666666667,21.951635203888138
