scroll_id,class,glyphs,energy_w,dag_depth,complexity
scroll_military_000084,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000085,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000086,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000087,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000088,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000089,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000090,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000091,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000092,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000093,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000094,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000095,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000096,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000097,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000098,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000099,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000100,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000101,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000102,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000103,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000104,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000105,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000106,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000107,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000108,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000109,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000110,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000111,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000112,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000113,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000114,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000115,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000116,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000117,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000118,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000119,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000120,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000121,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000122,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000123,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000124,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000125,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000126,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000127,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000128,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000129,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000130,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000131,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000132,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000133,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000134,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000135,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000136,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000137,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000138,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000139,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000140,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000141,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000142,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000143,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000144,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000145,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000146,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000147,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000148,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000149,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000150,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000151,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000152,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000153,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000154,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000155,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000156,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000157,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000158,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000159,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000160,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000161,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000162,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000163,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000164,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000165,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000166,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000167,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000168,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000169,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000170,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000171,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000172,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000173,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000174,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000175,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000176,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000177,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000178,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000179,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000180,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000181,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000182,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000183,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000184,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000185,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000186,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000187,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000188,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000189,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000190,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000191,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000192,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000193,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000194,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000195,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000196,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000197,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000198,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000199,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000200,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000201,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000202,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000203,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000204,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000205,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000206,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000207,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000208,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000209,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000210,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000211,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000212,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000213,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000214,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000215,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000216,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000217,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000218,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000219,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000220,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000221,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000222,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000223,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000224,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000225,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000226,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000227,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000228,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000229,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000230,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000231,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000232,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000233,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000234,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000235,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000236,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000237,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000238,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000239,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000240,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000241,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000242,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000243,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000244,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000245,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000246,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000247,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000248,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000249,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000250,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000251,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000252,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000253,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000254,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000255,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000256,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000257,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000258,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000259,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000260,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000261,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000262,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000263,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000264,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000265,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000266,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000267,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000268,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000269,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000270,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000271,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000272,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000273,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000274,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000275,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000276,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000277,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000278,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000279,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000280,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000281,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000282,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000283,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000284,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000285,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000286,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000287,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000288,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000289,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000290,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000291,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000292,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000293,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000294,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000295,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000296,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000297,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000298,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000299,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000300,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000301,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000302,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000303,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000304,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000305,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000306,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000307,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000308,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000309,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000310,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000311,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000312,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000313,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000314,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000315,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000316,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000317,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000318,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000319,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000320,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000321,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000322,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000323,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000324,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000325,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000326,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000327,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000328,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000329,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000330,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000331,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000332,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000333,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000334,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000335,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000336,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000337,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000338,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000339,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000340,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000341,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000342,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000343,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000344,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000345,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000346,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000347,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000348,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000349,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000350,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000351,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000352,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000353,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000354,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000355,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000356,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000357,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000358,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000359,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000360,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000361,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000362,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000363,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000364,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000365,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000366,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000367,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000368,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000369,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000370,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000371,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000372,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000373,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000374,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000375,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000376,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000377,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000378,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000379,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000380,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000381,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000382,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000383,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000384,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000385,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000386,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000387,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000388,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000389,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000390,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000391,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000392,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000393,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000394,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000395,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000396,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000397,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000398,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000399,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000400,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000401,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000402,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000403,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000404,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000405,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000406,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000407,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000408,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000409,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000410,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000411,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000412,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000413,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000414,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000415,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000416,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000417,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000418,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000419,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000420,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000421,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000422,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000423,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000424,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000425,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000426,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000427,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000428,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000429,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000430,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000431,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000432,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000433,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000434,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000435,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000436,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000437,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000438,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000439,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000440,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000441,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000442,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000443,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000444,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000445,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000446,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000447,military,🜁🜃🜋,0.015,3,0.6
scroll_military_000448,military,🜁🜃🜋,0.015,3,0.6
